"> 时间","> 描述","> 类别标签","> 开始日期","> 结束日期","> 备注","> 标识码"
"0.288","Xu程序，调试，但没状态","4BK","2016-04-29 17:18:49","2016-04-29 17:36:07","","HZnucKZEQ1KPoE0SimTQ2A"
"0.491","想败者树，想不出来，怎么写代码～","1C","2016-04-29 16:39:56","2016-04-29 17:09:25","","jfoAaxGaSMKA8exlXYn9xQ"
"0.807","外部排序，卡在败者树上","1C","2016-04-29 15:32:34","2016-04-29 16:20:59","","-vB6XmzQR22J67w01U2k9A"
"0.139","Xu程序，调试，但没调出来","4BK","2016-04-29 15:12:41","2016-04-29 15:21:03","","1osiwBRlTsCyG7EyWGCQsg"
"1.500","弄微软报销","4O","2016-04-29 13:30:11","2016-04-29 15:00:11","","S8mvcXc1RiaNJQW7sVAYqw"
"1.033","Xu程序，检查错误","4BK","2016-04-29 10:50:37","2016-04-29 11:52:37","","hAlrNsKIS72mw39qfSglXw"
"0.396","Xu程序，检查错误","4BK","2016-04-29 10:11:40","2016-04-29 10:35:24","","d3erLEvJTOCbhEZ3G57UEw"
"0.517","人工智能讲稿","3OL","2016-04-29 09:30:44","2016-04-29 10:01:44","","afBFltGeQaiQVEAyJA4Vxw"
"1.250","成长会","3OL","2016-04-29 08:00:44","2016-04-29 09:15:44","","xILD0CF-Rwmot4mMgUgB7A"
"1.173","Xu程序，检查错误","4BK","2016-04-28 20:40:19","2016-04-28 21:50:43","","0jolh8V9QyCPvkC0tR-lWg"
"1.250","360面试总结","1J","2016-04-28 19:05:25","2016-04-28 20:20:25","","64bNrys9QH2lcoSUUoEU-g"
"0.143","Xu程序运行起来","4BK","2016-04-28 18:55:56","2016-04-28 19:04:32","","MzIn9J3cQzGf7rGQKfzdyw"
"1.250","Xu程序","4BK","2016-04-28 15:50:39","2016-04-28 17:05:39","","UBuYg8GARXWogmUB3muOuA"
"0.508","Xu程序，选择条件的过程","4BK","2016-04-28 15:02:03","2016-04-28 15:32:33","","XABMWyRhSpyKSrR7jX1vNw"
"0.993","Xu程序，规则约简有问题","4BK","2016-04-28 13:43:30","2016-04-28 14:43:06","","JTa56vvSRV-174cVeKPsiA"
"0.417","看综艺节目","4Pr","2016-04-28 12:45:52","2016-04-28 13:10:52","","5ndJz_lOTIyLA1ap0A9HDg"
"1.050","Xu程序","4BK","2016-04-28 10:42:52","2016-04-28 11:45:52","","YLgzzifaQHqO_ty4gQsn6Q"
"0.636","Xu程序","4BK","2016-04-28 09:55:01","2016-04-28 10:33:10","","i7GInd9eRvWYQ_GLdh-9cA"
"0.767","看成长会的一些东西，但什么都没做","3OL","2016-04-28 09:00:17","2016-04-28 09:46:17","","L2VCG50JTOWPoOF3F6NLjw"
"0.250","日记和时间记录","2PM","2016-04-28 08:45:17","2016-04-28 09:00:17","","XxbOnEWWRkOc6PouDnRBtg"
"3.000","Xu程序，解决了些问题，但还没搞定","4BK","2016-04-27 18:30:17","2016-04-27 21:30:17","","5qufVa0lTNidmTejBOyQJw"
"0.449","Xu程序操作没弄起来","4BK","2016-04-27 16:36:20","2016-04-27 17:03:17","","CLWz7ih8RgmliExyvYj3-w"
"0.787","想面试过程中碰到的问题","3OL","2016-04-27 15:33:24","2016-04-27 16:20:38","","gSxqnsf4RvGbQE6nSFzp1A"
"0.500","状态差","4Pr","2016-04-27 15:00:37","2016-04-27 15:30:37","","NCqXjOolQOWdl2Qi5MmYIw"
"0.533","找一个文件操作软件","3OL","2016-04-27 14:15:57","2016-04-27 14:47:57","","gW0W2bs-RMmmgeqOHw2MqQ"
"0.333","许程序","4BK","2016-04-27 13:50:57","2016-04-27 14:10:57","","kiK838uVQD-DriQGs6wfxw"
"2.500","从苏州回来","4O","2016-04-27 09:00:59","2016-04-27 11:30:59","","QCSeK7QTTPuy_a_rdtdJwA"
"8.000","微软苏州面试","1J","2016-04-26 07:00:17","2016-04-26 15:00:17","","NSp2Gj5wRaitvnVCmoWIxw"
"1.000","leetcode题目","1C","2016-04-25 22:00:17","2016-04-25 23:00:17","","cPAKY_YsTZmcRSFiChBSdA"
"1.463","leetcode题目","1C","2016-04-25 20:13:28","2016-04-25 21:41:14","","y8XcY1GKR_aR-Y5EKI19ew"
"0.650","想链表反转","1C","2016-04-25 19:20:19","2016-04-25 19:59:19","","ZGqGeuJySxSDQIfeaaZvsQ"
"0.423","想二叉树遍历","1C","2016-04-25 18:35:05","2016-04-25 19:00:29","","tbJrQJeoTnCIFJ-JsqP8hQ"
"0.417","Xu程序，相关","4BK","2016-04-25 16:50:00","2016-04-25 17:15:00","","0W8Cd_d4Sh-P6pUH0M6e4A"
"0.336","Xu程序","4BK","2016-04-25 16:23:21","2016-04-25 16:43:30","","kPnbJHFqT1-YiEXy8sBbNw"
"0.870","Xu程序，规则输出","4BK","2016-04-25 15:16:39","2016-04-25 16:08:50","","QBwMkBSuTvSIiK3g1Cr6hQ"
"1.000","360面试;面试的很差","1J","2016-04-25 13:40:50","2016-04-25 14:40:50","","sPZH_4kJSsOnbTPHA39IUQ"
"0.500","看决策树相关","1A","2016-04-25 13:00:50","2016-04-25 13:30:50","","Ec_I3OHoRo6z22Wt2D57Aw"
"1.750","CashBus模型融合","1P","2016-04-25 09:30:50","2016-04-25 11:15:50","","TFB8thpUThGBVa75FzgJwA"
"0.557","CashBus模型融合","1P","2016-04-25 08:50:44","2016-04-25 09:24:08","","JC1KF3DrTqev-KaqPkVbiw"
"0.833","基本上什么都没干","4Pr","2016-04-25 08:00:21","2016-04-25 08:50:21","","NmNaoKInTwS3r1jQZKtW-Q"
"1.833","Xu程序","4BK","2016-04-24 20:40:21","2016-04-24 22:30:21","","kmymhV6ZQyqQnfIZnh5fnw"
"2.000","聚餐","4E","2016-04-24 18:00:21","2016-04-24 20:00:21","","MHLrefV3QQKHmDi7pb0SnA"
"1.000","Xu程序","4BK","2016-04-24 16:00:21","2016-04-24 17:00:21","","0xTEOnEiSJCRe-n2V1FxUg"
"0.317","乱想CashBus问题","1P","2016-04-24 15:15:21","2016-04-24 15:34:21","","eamwAY6uTAKKTlPYTHZZ6A"
"1.000","CashBus，想正则化","1P","2016-04-24 14:00:21","2016-04-24 15:00:21","","0wDQLGvKSsWKT53y4TkBmw"
"0.500","看综艺节目","4Pr","2016-04-24 13:00:09","2016-04-24 13:30:09","","u866rkq3SM2knrSXqAT3-w"
"1.601","CashBus整理","1P","2016-04-24 10:44:01","2016-04-24 12:20:04","","RBhmmtCQSLCJbjJvgJbM3w"
"0.833","CashBus","1P","2016-04-24 09:35:50","2016-04-24 10:25:50","","BV_Kkrg8SMKujiHWC2E2BA"
"2.500","CashBus整理","1P","2016-04-23 20:00:02","2016-04-23 22:30:02","","VR_I84HWTNK6pkfsqWeiMw"
"1.167","看电影","4Pr","2016-04-23 18:30:02","2016-04-23 19:40:02","","irzoHb5mT3iIWMALN6Kyuw"
"0.829","CashBus整理，状态差","1P","2016-04-23 16:21:01","2016-04-23 17:10:44","","qLbDvvO1RYueUSJK5GR8iA"
"1.266","CashBus整理，状态差","1P","2016-04-23 14:28:40","2016-04-23 15:44:36","","sKXASAbQQ1iGwtbYbIHp1Q"
"0.535","Python面向对象","1C","2016-04-23 13:56:11","2016-04-23 14:28:17","","TV5pQVSbTIKXTDaBiUHpig"
"0.633","CashBus整理","1P","2016-04-23 11:35:37","2016-04-23 12:13:37","","re4GDumKRKKeuju3H2EfEA"
"0.466","CashBus","1P","2016-04-23 11:02:07","2016-04-23 11:30:05","","QRSzFEy5Rw67Uty2kuK7XA"
"0.594","自我与项目介绍","1J","2016-04-23 10:20:16","2016-04-23 10:55:56","","RnDAVDLqSc6wXpwxes1b_w"
"0.667","恶习","4Pr","2016-04-23 09:00:15","2016-04-23 09:40:15","","2CVlngvBS4CCTaWrH5QNsg"
"0.250","想一个华为面试时，遇到的问题","1C","2016-04-22 21:35:14","2016-04-22 21:50:14","","jJu_h_2ESSOKc0ylmWHwkw"
"0.804","Xu程,主要就写了个条件熵","4BK","2016-04-22 20:36:58","2016-04-22 21:25:14","","vjRVfO1ETxCqASprqIdaQw"
"1.222","Xu程序","4BK","2016-04-22 19:12:10","2016-04-22 20:25:29","","qB85PKdOQ3CmY_BINt1kaA"
"0.650","买去苏州的火车票","1J","2016-04-22 18:30:04","2016-04-22 19:09:04","","3BoljXsXT2m5VEgipWQj5g"
"1.500","写Xu程序，过多考虑优化问题","4BK","2016-04-22 15:45:14","2016-04-22 17:15:14","","BDFhippKQdKTh8AVXQIS-g"
"0.417","操场跑步","2S","2016-04-22 15:15:14","2016-04-22 15:40:14","","JCuZpGiYTRqPFM4Y_JRwvA"
"0.667","状态差，不想学习","4Pr","2016-04-22 14:30:43","2016-04-22 15:10:43","","ypemyGGvRUmxIrwzAakr9g"
"4.000","华为面试","1J","2016-04-22 07:30:04","2016-04-22 11:30:04","","OBKW7l03ScK3SFumJHjn6Q"
"0.661","网络内容","1A","2016-04-21 22:30:54","2016-04-21 23:10:33","","-FvelyqBQqSOZ0ZF-ambEQ"
"0.638","跟家里人聊","4Pr","2016-04-21 21:30:42","2016-04-21 22:09:00","","z2rUSrV_T8-ANNjco_KJAA"
"0.812","主要看了一个机试题","1C","2016-04-21 14:04:09","2016-04-21 14:52:53","","abMbZCS6TbSSlnovLbTJwg"
"1.397","瞎看基础知识","1A","2016-04-21 09:15:19","2016-04-21 10:39:07","","i29L-ONvTUCO5T7fPWxpLw"
"1.000","不知道该干什么，浪费时间","4Pr","2016-04-20 22:30:25","2016-04-20 23:30:25","","TTmyOAulTGuxNhzTa0S-YQ"
"0.750","听林课程","1A","2016-04-20 21:40:22","2016-04-20 22:25:22","","CbCMrs0IQwaNrggTwQHV5g"
"2.417","阿里笔试","1J","2016-04-20 18:45:22","2016-04-20 21:10:22","","iEQjQR4kQtysD6C3UJ-6uQ"
"0.500","听林课程","1A","2016-04-20 16:50:22","2016-04-20 17:20:22","","P0TSV50dQoKFh46xjA5nFg"
"0.267","看了一道阿里机试题","1C","2016-04-20 16:15:24","2016-04-20 16:31:24","","6XD5rDnTTJ63wAJRTLm9Zw"
"0.612","看了华为比赛中国杰的做法","1P","2016-04-20 15:36:40","2016-04-20 16:13:24","","NpeHZt1IRgCg2D5v_OJTKA"
"0.670","华为比赛程序 线性库 仍然没搞定，放弃","1P","2016-04-20 14:43:36","2016-04-20 15:23:49","","7nQczM6XSKqY3fO1DrcTsA"
"1.097","华为比赛程序 线性库 仍然有问题","1P","2016-04-20 13:26:04","2016-04-20 14:31:52","","SQ9Az_fHRZiGr3RjP5ZxOg"
"0.626","华为比赛程序 线性库 ","1P","2016-04-20 11:15:04","2016-04-20 11:52:37","","vUfaOwklSJu-9-9VwQfmCA"
"0.594","华为比赛程序","1P","2016-04-20 10:26:33","2016-04-20 11:02:13","","1AjkHnGITQaAunNx3JtNlA"
"1.000","拆书战队","2R","2016-04-20 09:10:44","2016-04-20 10:10:44","","v-UlgtyqTXeMCms_MA4Skw"
"0.406","听林课程","1A","2016-04-19 22:36:26","2016-04-19 23:00:48","","xvePQnHhRwaF9ls0QwxHEQ"
"2.417","牛客网题目","1C","2016-04-19 18:40:23","2016-04-19 21:05:23","","H5gtqZSbSkm0FN1Sfap9Ag"
"0.500","看综艺节目","4Pr","2016-04-19 17:50:48","2016-04-19 18:20:48","","Se3ris3HTZmuCOs0qAaMdA"
"1.023","听林课程，头难受，状态差","1A","2016-04-19 15:57:28","2016-04-19 16:58:50","","_k_jQAdBRqC08mSUKCzQcw"
"1.090","微软一道题，没做出来","1C","2016-04-19 14:32:35","2016-04-19 15:37:59","","pQe_b8IeTVKdiXeBDZR8RA"
"0.283","头难受","4Pr","2016-04-19 14:15:21","2016-04-19 14:32:21","","_K5IjE28R-ymlbbgbtxB_A"
"0.300","帮爹看手机","4Pr","2016-04-19 13:55:00","2016-04-19 14:13:00","","VfprsLedSbmbvMe-vb3OeQ"
"0.533","帮爹看手机","4Pr","2016-04-19 13:15:11","2016-04-19 13:47:11","","ACUD1BhfRJCV4EgYwMhDeg"
"0.333","瞎看微信","4Pr","2016-04-19 12:35:11","2016-04-19 12:55:11","","ioIGEOFBSDClz1xq7SQyvA"
"0.241","题","1C","2016-04-19 11:21:09","2016-04-19 11:35:35","","foKQJnm3TziE1rw-UjTBeg"
"0.781","想微软一道做过的题","1C","2016-04-19 10:25:31","2016-04-19 11:12:23","","yRsnR1wHRxiATwbiB4UWTg"
"0.912","牛客网模拟题","1C","2016-04-19 09:13:55","2016-04-19 10:08:38","","-5RoSDgfT6uNXhRL_eLcFg"
"0.250","《把时间当做朋友》，时间太短了，没做什么","2R","2016-04-19 08:47:38","2016-04-19 09:02:39","","lYE5-qXCQA-pqAweBLiUvQ"
"0.667","纠结于同步网盘的事","2PM","2016-04-19 08:05:17","2016-04-19 08:45:17","","Xgv2X5FuTOCuIcnsRSh4dw"
"1.720","瞎弄auc和rige reg分类","1A","2016-04-18 20:21:50","2016-04-18 22:05:03","","XhdsajDrS1OXme8bPZWo9g"
"1.167","许程序","4BK","2016-04-18 18:50:18","2016-04-18 20:00:18","","f9iRaAa9TMqvfyV71wFR2Q"
"2.667","许程序","4BK","2016-04-18 14:20:09","2016-04-18 17:00:09","","qohdYBxJRQCIYQ2ka1-gRQ"
"0.523","许程序","4BK","2016-04-18 13:30:29","2016-04-18 14:01:50","","paDlfundS8S-4h9qlNBlng"
"0.350","工作信息汇总","1J","2016-04-18 13:03:43","2016-04-18 13:24:44","","ACuxJFNwTziPxhQ63q-0Bg"
"1.271","许程序","4BK","2016-04-18 10:00:31","2016-04-18 11:16:45","","Udx57m96Tw6PTOahOCQmfg"
"0.435","许程序","4BK","2016-04-18 09:12:13","2016-04-18 09:38:18","","y-dOnf-uTgeAAjZ9faGAVA"
"2.000","听行业论坛","3OL","2016-04-17 20:00:40","2016-04-17 22:00:40","","dNKYzEo3T_O0FA1rWjBHGQ"
"1.000","洗衣服","4Pr","2016-04-17 18:50:40","2016-04-17 19:50:40","","rHVpIO4XRzGTTeiVohMuUA"
"1.067","看了下《重构》","1C","2016-04-17 16:28:40","2016-04-17 17:32:40","","n5tUKY5FSXC2xwlg3BHhTA"
"0.851","想SVM的回归","1A","2016-04-17 15:17:59","2016-04-17 16:09:02","","Jb1hZevmS6ehpYFztZK1Ig"
"1.500","整理文件","2PM","2016-04-17 13:30:55","2016-04-17 15:00:55","","UPvPgOf1SuCSp8y0Ab6RUg"
"0.267","看招聘信息","1J","2016-04-17 13:10:07","2016-04-17 13:26:07","","wW0UPTflSXWaQMxjI2yZng"
"0.988","整理文件","2PM","2016-04-17 10:25:59","2016-04-17 11:25:14","","ks7-mRnYQkWRSpL-HzEfgQ"
"1.500","整理文件","2PM","2016-04-17 08:35:29","2016-04-17 10:05:29","","YpvkNjm0S7mFtDyETse4CA"
"0.767","恶习","4Pr","2016-04-16 18:30:02","2016-04-16 19:16:02","","JUjGeOd1SRiWH5H_D_BneA"
"0.724","发现还是Outlook最好用","2PM","2016-04-16 14:41:50","2016-04-16 15:25:16","","EkB-rI2vR-OqVEaw3o_aTA"
"1.113","什么都不想干","4Pr","2016-04-16 13:24:13","2016-04-16 14:31:00","","WRjUyPpcTSCcpxXeBs6OIA"
"0.500","华为性格测试","1J","2016-04-16 12:00:03","2016-04-16 12:30:03","","tgDkWzn-SvS1gJhdRoLBzQ"
"0.240","清单管理","2PM","2016-04-16 10:47:52","2016-04-16 11:02:15","","yUXDXcatRDCP1rE-8uUyUg"
"0.550","华为性格测试","1J","2016-04-16 09:57:13","2016-04-16 10:30:14","","pRkdpYx3QVaPGSb9L-wLeQ"
"0.467","微软一道题，终于ac了，因为一开始想到的编程忘写了","1C","2016-04-15 22:20:55","2016-04-15 22:48:55","","pEK2HrvEQc2Zbnw7ThcvLQ"
"1.811","微软一道题","1C","2016-04-15 20:17:42","2016-04-15 22:06:20","","O6C7TelbSFSBOma-x9_CvQ"
"0.484","看微软和360笔试题","1C","2016-04-15 19:37:40","2016-04-15 20:06:41","","C1ttNJ9aTha-p8d33yMr0Q"
"1.000","继续弄split","1C","2016-04-15 16:30:33","2016-04-15 17:30:33","","_UfvAlRqRnux7oTL2s21tA"
"1.500","党支部大会","4O","2016-04-15 15:00:33","2016-04-15 16:30:33","","zm1-_PpCSNW24eRKxaEFHg"
"1.429","split相关","1C","2016-04-15 13:26:54","2016-04-15 14:52:40","","4MoWzA4RRSqjEJnJEaVz9Q"
"0.333","折腾boost库相关","1C","2016-04-15 11:10:00","2016-04-15 11:30:00","","3vB_KG_4TsK6O_OOYJA0JA"
"0.477","折腾boost库","1C","2016-04-15 10:34:20","2016-04-15 11:02:57","","OEyJEvGfQ6Ww7W77nJB0qg"
"0.784","一个求导问题","1A","2016-04-15 09:21:55","2016-04-15 10:08:57","","zA8KI16VT_qoHWL1ZZMUPg"
"0.364","《精力管理》读完","2R","2016-04-15 08:48:58","2016-04-15 09:10:48","","MZhUb3TYSDew_5C0gxDPNw"
"0.863","瞎弄一个统计学知识","1A","2016-04-14 21:33:51","2016-04-14 22:25:38","","rvcwE4QqQBGYfZ7Hk-2ovQ"
"0.833","家里的事","4Pr","2016-04-14 20:30:19","2016-04-14 21:20:19","","ppSvEYYDTJKS4zvvWuhZaA"
"0.333","看综艺节目","4Pr","2016-04-14 20:10:19","2016-04-14 20:30:19","","39c6qPmFRJucWxcJFqwbBQ"
"0.900","苏论文","4BK","2016-04-14 19:10:29","2016-04-14 20:04:29","","5O8bQ7rjRlyXiKohdsfqzg"
"0.233","阿里模拟","1J","2016-04-14 18:55:47","2016-04-14 19:09:47","","MU4gsiMFTlW_x7UQq7kUAA"
"0.175","苏论文","4BK","2016-04-14 16:51:58","2016-04-14 17:02:29","","OPJCR-n6Q2CMkVxx95dAfQ"
"0.849","最低公共祖先，这道题，发现错误，但仍然没有ac","1C","2016-04-14 15:49:07","2016-04-14 16:40:05","","hBQg0LSySuu-A1EN2pOkTQ"
"1.191","最低公共祖先","1C","2016-04-14 14:17:35","2016-04-14 15:29:02","","b6YqI4FkQbiqHoKA68YWtw"
"0.496","最低公共祖先","1C","2016-04-14 13:40:06","2016-04-14 14:09:52","","w8t2a-NVTNmTV0wcY25qmA"
"0.486","家里","4Pr","2016-04-14 13:10:55","2016-04-14 13:40:06","","6aD9RtxsQXWMZyntx2hBWQ"
"0.224","机试题","1C","2016-04-14 11:17:10","2016-04-14 11:30:37","","7hBUZm-dSdODAgx0k5ZwlA"
"0.524","瞎看面试的东西","1J","2016-04-14 10:35:53","2016-04-14 11:07:19","","VzXcu1A_QayrWpMYC4gHvA"
"0.567","苏论文，心里状态很差","4BK","2016-04-14 09:53:53","2016-04-14 10:27:55","","wlLuyyuKQ6eBpEwvMhlGyQ"
"0.569","苏论文","4BK","2016-04-14 09:11:01","2016-04-14 09:45:10","","m5f5yB_mTqOiaM4PS-Z6jQ"
"0.086","电脑开机","4O","2016-04-14 09:05:26","2016-04-14 09:10:35","","sa67SH7URzOWUO4d5PbH9Q"
"0.818","《精力管理》读书笔记简单总结","2R","2016-04-14 08:04:32","2016-04-14 08:53:38","","mP_AV8ehQhar0fXjcbrmfA"
"1.384","林课程总结","1A","2016-04-13 20:47:09","2016-04-13 22:10:11","","-1FHW3OVQe-1oOnPe9zRUQ"
"0.953","林课程总结，瞎想","1A","2016-04-13 19:41:07","2016-04-13 20:38:18","","pODcFWabTgC78kTNPFonyw"
"0.667","林课程总结，但感到很难，只想没做","1A","2016-04-13 18:50:23","2016-04-13 19:30:23","","HCg6AFyzTdiCA1oOnKUB4Q"
"1.096","林课程","1A","2016-04-13 16:24:39","2016-04-13 17:30:26","","WBrsVtUnQvKKMOWA60AlIA"
"0.233","林课程","1A","2016-04-13 16:10:15","2016-04-13 16:24:15","","qHKJiw_cTuygX7vMTT5UPg"
"0.946","面试-自我介绍","1J","2016-04-13 14:56:47","2016-04-13 15:53:32","","MFRyo1iSTRGkB6oqD7D3Kw"
"0.669","拆书战队","2R","2016-04-13 14:09:55","2016-04-13 14:50:02","","gFFKNNW6QqWTR0zzeoumrw"
"0.622","《精力管理》","2R","2016-04-13 13:23:23","2016-04-13 14:00:43","","G1eTgkLKRCS4dudN3I3b-A"
"0.631","苏论文","4BK","2016-04-13 11:14:07","2016-04-13 11:51:59","","Cum3jRhlRbyw_Jwk22JyjQ"
"0.511","苏论文","4BK","2016-04-13 10:29:04","2016-04-13 10:59:43","","331ic0MsSHGyNTv59RL4Xw"
"1.126","统计","1A","2016-04-13 09:12:08","2016-04-13 10:19:42","","e-E80sSdQWqgZn5LN7o9LA"
"0.249","《精力管理》","2R","2016-04-13 08:54:00","2016-04-13 09:08:58","","3HuMr5bqSI6XS5Lk3RxOXQ"
"0.583","看综艺节目","4Pr","2016-04-12 22:30:32","2016-04-12 23:05:32","","S0nx6P7HRVG6kIrVWdBprQ"
"1.833","帮同学搬宿舍","4O","2016-04-12 20:40:32","2016-04-12 22:30:32","","Xp19EAFWSFK5Vxz7XFEv8w"
"2.000","量化投资宣讲","3OL","2016-04-12 18:30:32","2016-04-12 20:30:32","","UmdmgIh9Tgacp4GuKc7s1Q"
"1.342","听林课程","1A","2016-04-12 15:49:35","2016-04-12 17:10:05","","n65D8Z-MTMyVfjA44-cnIA"
"0.360","看苏论文","4BK","2016-04-12 15:12:13","2016-04-12 15:33:48","","9TPc4LwhRVqiiWwrsEK7Rw"
"0.480","看苏论文，头难受","4BK","2016-04-12 14:28:28","2016-04-12 14:57:17","","vn3UO7LuRJqmHdu5yrByTg"
"0.333","头难受，休息","4Pr","2016-04-12 14:00:41","2016-04-12 14:20:41","","T-mcUmBPQ_2MEuNGsBsG9A"
"0.446","看量化投资，头难受","3OL","2016-04-12 13:28:18","2016-04-12 13:55:05","","JVE_gMTZS26dRGRysFMfWw"
"0.186","看苏论文","4BK","2016-04-12 11:27:31","2016-04-12 11:38:41","","qlInbccdSiu176LcDGEShA"
"0.541","苏论文","4BK","2016-04-12 10:50:53","2016-04-12 11:23:22","","nL1AGGTMRmW0r8YcQc-lcQ"
"0.717","投简历","1J","2016-04-12 10:00:38","2016-04-12 10:43:38","","MgYhNEsjTX-dCQANXfHskQ"
"0.417","日记","2PM","2016-04-12 09:20:38","2016-04-12 09:45:38","","sMLcNhhOSaORONLwxEtJKA"
"0.667","恶习","4Pr","2016-04-12 08:30:38","2016-04-12 09:10:38","","uS1H47qoTsGbZQC473G-Dw"
"4.000","华为比赛，有思路了，但时间来不及了","1P","2016-04-11 18:15:31","2016-04-11 22:15:31","","31n1S9ftRQqQw0szlMLeAg"
"2.142","帮张做题","4O","2016-04-11 14:42:15","2016-04-11 16:50:45","","1rlCtJ0YQsyY3stEf8nTFg"
"0.333","状态差，看综艺节目","4Pr","2016-04-11 14:10:45","2016-04-11 14:30:45","","BVNtmO-cSbm863tGYWK91A"
"0.984","瞎弄线性库","1P","2016-04-11 13:09:56","2016-04-11 14:08:59","","L5V0NL7qRXSAsVuuRCz72Q"
"2.667","线性规划的库不知道该怎么调用","1P","2016-04-11 08:50:12","2016-04-11 11:30:12","","h7WeIF06QGSMwEnKW4ZF6g"
"0.433","早晨来后琐事","4Pr","2016-04-11 08:15:55","2016-04-11 08:41:55","","3s-qreEWTVuI8OzrC54FxA"
"2.000","华为比赛，弄线性规划库","1P","2016-04-10 20:15:27","2016-04-10 22:15:27","","xuEFZluwS5a3NIhqPjxCDg"
"1.193","华为比赛，线性规划的库调不起来","1P","2016-04-10 18:47:05","2016-04-10 19:58:41","","NpURqAWTQnyBc-D7eIqMyA"
"0.417","华为比赛，看线性规划","1P","2016-04-10 16:50:28","2016-04-10 17:15:28","","8CngCb6BRbyGL7ZFcmFNCA"
"1.000","Xu程序重写","4BK","2016-04-10 15:40:25","2016-04-10 16:40:25","","m5bVq893QXm37Z5zAPCpNA"
"0.466","Xu程序","4BK","2016-04-10 15:08:10","2016-04-10 15:36:06","","KdAqmgrkSGyUdNi_xJPdHQ"
"0.910","华为比赛，看线性规划，一头雾水","1P","2016-04-10 13:52:28","2016-04-10 14:47:04","","a6SdbzRWQBWw6_tZd8ZnmQ"
"1.333","华为比赛，看线性规划，一头雾水","1P","2016-04-10 10:30:13","2016-04-10 11:50:13","","L3uprdJgTTGc8OXOrxkz1w"
"0.643","华为比赛，看论坛","1P","2016-04-10 09:50:18","2016-04-10 10:28:53","","Jm9c66jKTg-Qd5zXziPoMw"
"0.183","日记","2PM","2016-04-10 09:30:35","2016-04-10 09:41:35","","Mr3P7u65QCqQul254V-qOQ"
"0.404","《精力管理》","2R","2016-04-10 09:06:11","2016-04-10 09:30:24","","5jDR_DQMQ3m4jbErjSHafw"
"0.445","华为比赛，查论文，对论文不懂","1P","2016-04-09 22:33:19","2016-04-09 23:00:00","","b4gZnN6ZTuWT0Ik9o4l_Bw"
"0.762","华为比赛，查论文","1P","2016-04-09 21:35:07","2016-04-09 22:20:50","","aWEumNMdSCynDQANgMq6wg"
"1.500","洗衣服及运动","4Pr","2016-04-09 16:00:21","2016-04-09 17:30:21","","JnbrZZBeTj61iqOVbdOiLQ"
"0.500","犹豫及瞎想","4Pr","2016-04-09 15:30:21","2016-04-09 16:00:21","","vQcjL1H0QV6JWwSSzTZeWg"
"1.569","华为比赛，写代码及测试","1P","2016-04-09 13:26:06","2016-04-09 15:00:13","","iS0oZSDUSfOyFqlyv3Vztw"
"1.500","华为比赛，写代码","1P","2016-04-09 10:35:46","2016-04-09 12:05:46","","-mg529BiT_aUxMkd0xUUIg"
"1.583","华为比赛，写代码","1P","2016-04-09 08:50:10","2016-04-09 10:25:10","","hsU_P375SRyHExdUZAWyjQ"
"0.667","想华为比赛","1P","2016-04-08 21:50:31","2016-04-08 22:30:31","","d8OzVuvmQX266-ul8MeT9A"
"2.167","听华为比赛讲解，效率低","1P","2016-04-08 18:40:31","2016-04-08 20:50:31","","KhM9WPYZQoufHLGsC8GvNw"
"0.333","华为比赛，看代码没看懂","1P","2016-04-08 17:05:31","2016-04-08 17:25:31","","L2Kwn8OYSB6N4K-NPt2cBw"
"0.675","华为比赛，看代码没看懂","1P","2016-04-08 16:15:08","2016-04-08 16:55:39","","QbOidpDaSxSNdY-NJW7ViQ"
"0.506","华为比赛，没思路","1P","2016-04-08 15:25:07","2016-04-08 15:55:28","","_V1D3bnRRgCT48ljrwdmcQ"
"0.584","华为比赛","1P","2016-04-08 14:37:59","2016-04-08 15:13:02","","_q2Y4RqwRHynrhDrgGjrbA"
"1.200","乱找实习信息","1J","2016-04-08 13:25:39","2016-04-08 14:37:39","","rgxjyrNjQvShVfrzBx7qMg"
"0.607","华为比赛","1P","2016-04-08 11:09:05","2016-04-08 11:45:30","","Mt_JCpyjQsqHpMGH2H24PA"
"1.068","华为比赛","1P","2016-04-08 09:48:32","2016-04-08 10:52:35","","EQw7ruKlSlGwZ6xUEkxZUg"
"0.383","解决昨天遗留下来的任务","4O","2016-04-08 09:20:30","2016-04-08 09:43:30","","7_RCoz49RSmhM6zlaEvrwQ"
"0.888","《精力管理》读书笔记","2R","2016-04-08 08:21:49","2016-04-08 09:15:05","","-ELp7f6KQEGgNjBW4grXNA"
"0.287","总结","2PM","2016-04-07 21:18:10","2016-04-07 21:35:24","","-7qOv23UQna3OrYzAAuJfA"
"0.418","看Bayes优化","1A","2016-04-07 20:49:12","2016-04-07 21:14:16","","DKPL_J8TRne2MkCnCQdCDQ"
"0.425","看Bayes优化","1A","2016-04-07 20:11:29","2016-04-07 20:37:00","","6IIrd0aOTQqJo1mS22Hbkw"
"1.164","Xu程序重写","4BK","2016-04-07 18:42:29","2016-04-07 19:52:18","","uonkN1IpRIGEKHCkvnBJ5w"
"0.583","华为比赛","1C","2016-04-07 16:40:49","2016-04-07 17:15:49","","ipUV6ErbQPq7kSSjVPprWQ"
